subID_noempty_EMA,group,hyper,beta_self,k_self,eps_self,BIC_self,pseudoR2_self,beta_other,k_other,eps_other,BIC_other,psedoR2_other,exclude_extreme_kappa,betaO_1eps,betaS_1eps,ko_1eps,ks_1eps,hyper_1eps,eps_1eps,OUS_IB,OUS_IH,sd,manipulation,callous,life_style,Gender,Country,GrewUp,YearBorn,age,Student,Race,Education,Politics,PolConvict,Religious,Income,MoneyGround,SES,MonthsEA,InvolvedEA,LearnEA,EmployedEA,HigherJob,EAArea,EAOften,EA_talk,EA_Persuade,EA_ID_1,EA_Fulfil_1,EA_SocialB_1,EA_identity,EA_Familiarity,EA_Agreement,EA_Future,EA_familiarity,OUS_1,OUS_2,OUS_3,OUS_4,OUS_5,OUS_6,OUS_7,OUS_8,OUS_9,OUS_IB.1,OUS_IH.1,OUS_overall,sd.1,manipulation.1,callous.1,life_style.1,QCAE_QCAE_1,QCAE_QCAE_2,QCAE_QCAE_3,QCAE_QCAE_4,QCAE_QCAE_5,QCAE_QCAE_6,QCAE_QCAE_7,QCAE_QCAE_8,QCAE_QCAE_9,QCAE_QCAE_10,QCAE_QCAE_11,QCAE_QCAE_12,QCAE_QCAE_13,QCAE_QCAE_14,QCAE_QCAE_15,QCAE_QCAE_16,QCAE_QCAE_17,QCAE_QCAE_18,QCAE_QCAE_19,QCAE_QCAE_20,QCAE_QCAE_21,QCAE_QCAE_22,QCAE_QCAE_23,QCAE_QCAE_24,QCAE_QCAE_25,QCAE_QCAE_26,QCAE_QCAE_27,QCAE_QCAE_28,QCAE_QCAE_29,QCAE_QCAE_30,QCAE_QCAE_31,TrolleyWrong_1,SoldierWrong_1,CruiseWrong_1,TSC_1,TSC_2,TSC_3,TSC_4,TSC_5,TSC_6,TSC_7,TSC_8,TSC_9,TSC_10,TSC_11,TSC_12,TSC_13,restrain,impulsive,unidimension,MConvict1,MConvict2,MConvict3,MConvict4,MConvict5,moral_importance,moral_self,RIP,participant_ID,group.1,neutral,do_moral,target_moral,witness_moral,learn_moral,do_immoral,target_immoral,witness_immoral,learn_immoral
elb22an,nonEA,0.05522965298009597,0.705905587364373,0.547266702502877,0.0,34.7955721129355,0.429416667166623,1.00241148429324,0.602496355482973,0.0,27.9272492672394,0.785486157216955,0,1.00247405,0.705826735,0.602480177,0.547261324,0.055218853,9.69472e-06,4.6,5.25,4.1,2.4285714285714284,3.5625,3.857142857142857,1,185,1,80,19,1.0,4,3,1,1,1,1,1,6,,,,,,,,,,,,,,,,,,5,7,7,3,1,6,5,3,7,4.6,5.25,4.888888889,4.1,2.428571429,3.5625,3.857142857,3,2,4,4,1,2,3,4,3,4,3,3,4,4,3,3,2,2,3,4,3,4,3,2,2,4,3,3,3,3,3,2,3,5.0,6,5,5,5,7,5,3,3,5,5,6,4,5,4.25,5.5,4.307692308,2,3,3,4,3,2.666666667,3.5,MLRP_abGbfzYs4UL3Kh7,elb22an,nonEA,36,1,0,0,0,0,0,0,0
FAR06SH,nonEA,-0.10667573045863299,2.65154734798672,0.845434820315448,0.0,14.8241060632343,0.841027167583568,100.0,0.738759089856815,0.057092870928717,22.4429743695223,0.842001415772728,0,1.318166873,2.651331552,0.76703116,0.845399977,-0.078368817,1.84407e-09,3.0,4.0,3.7,3.142857142857143,2.8125,2.5714285714285716,2,185,1,77,22,2.0,1,4,2,6,5,6,8,5,,,,,,,,,,,,,,,,,,3,3,2,4,3,5,2,4,5,3.0,4.0,3.444444444,3.7,3.142857143,2.8125,2.571428571,2,2,4,3,3,4,3,3,2,4,3,3,3,3,4,4,1,3,3,4,4,3,4,4,4,4,3,4,1,4,4,3,3,2.0,3,3,4,5,6,5,5,6,5,3,6,2,2,4.25,4.75,3.615384615,4,4,4,4,5,4.0,4.5,MLRP_82sm1tpiOd4DJ0p,FAR06SH,nonEA,35,0,0,0,0,0,0,2,1
FAW24JI,nonEA,0.33345690455145705,0.693464177058853,0.565275596813857,0.0,35.4128334254878,0.416694955244453,1.1550284906538,0.898732501365314,0.0,19.7119630031603,0.870144391164599,0,1.155329459,0.693489596,0.898700072,0.565226397,0.333473675,2.26766e-13,3.6,2.25,4.5,2.2857142857142856,2.125,2.2857142857142856,2,185,1,80,19,1.0,4,3,2,5,1,1,6,4,,,,,,,,,,,,,,,,,,4,4,4,3,3,2,2,3,2,3.6,2.25,3.0,4.5,2.285714286,2.125,2.285714286,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,6,4,6.0,5,2,4,3,5,5,6,5,4,3,5,5,5,4.5,4.75,3.769230769,5,4,4,4,4,4.333333333,4.0,MLRP_aavSYQ3K5AgUciF,FAW24JI,nonEA,33,0,0,0,0,0,1,0,0
FAY14CA,nonEA,0.2744880543154661,0.58293125258062,0.588481939114922,0.0,35.1712993256785,0.421672955930175,4.5912031766208,0.862969993430388,0.0,12.9537098270785,0.93978795075178,0,4.588022216,0.582964105,0.862947909,0.588439193,0.274508716,1.14086e-10,3.8,3.5,4.0,3.5714285714285716,1.875,3.7142857142857144,2,185,1,79,20,1.0,1,3,2,6,1,2,5,4,,,,,,,,,,,,,,,,,,3,5,3,3,5,3,3,3,5,3.8,3.5,3.666666667,4.0,3.571428571,1.875,3.714285714,2,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,3,2,3,1,3,3,2,3,6.0,5,5,3,5,3,7,5,2,6,6,5,3,4,3.25,4.25,4.076923077,4,3,2,2,2,3.0,2.0,MLRP_9mF8i3PL3fhR07X,FAY14CA,nonEA,0,0,0,1,0,0,0,0,0
FLE16TA,nonEA,0.228556174180096,100.0,0.692659355595197,0.0571137062878723,22.4429743077092,0.684002832819421,2.72061825302678,0.921215529775293,0.0,13.841799582174,0.930636217283633,0,2.973915763,86.77919832,0.920722455,0.691759889,0.228962566,0.031676832,4.8,3.25,4.3,2.7142857142857144,1.5625,2.5714285714285716,2,185,1,77,22,1.0,4,3,1,6,5,9,6,4,,,,,,,,,,,,,,,,,,6,3,3,6,6,3,2,5,3,4.8,3.25,4.111111111,4.3,2.714285714,1.5625,2.571428571,1,1,4,4,4,3,1,3,4,3,4,3,4,3,3,3,2,3,2,3,2,3,3,2,2,2,2,3,1,4,3,3,5,7.0,5,2,5,5,3,5,3,3,5,6,6,3,5,4.75,4.25,3.846153846,5,3,3,3,3,3.666666667,3.0,MLRP_6szl1mq8FLhozPv,FLE16TA,nonEA,36,1,0,0,0,0,0,0,1
FRU06ND,nonEA,0.37073715181142003,4.00701242982989,0.353004660173415,0.0,14.5035226840853,0.847634368316279,100.0,0.723741811984835,0.0,7.1142090842474,0.999963799058564,0,99.99999334,4.008857519,0.72369212,0.352990097,0.370702023,1.33039e-11,5.2,4.0,4.6,2.5714285714285716,1.8125,2.0,2,185,1,78,21,1.0,1,3,1,6,2,2,1,7,,,,,,,,,,,,,,,,,,6,5,6,3,6,5,4,2,5,5.2,4.0,4.666666667,4.6,2.571428571,1.8125,2.0,2,1,3,3,3,4,4,4,4,4,4,3,3,4,4,4,1,4,4,4,4,3,4,3,3,4,3,3,2,3,3,1,1,2.0,6,3,4,2,6,7,5,4,6,7,7,2,1,4.5,5.25,3.384615385,5,5,3,5,5,4.333333333,5.0,MLRP_e5ph5AtvKGLMSQl,FRU06ND,nonEA,0,0,1,1,0,1,0,0,0
Gle10mc,nonEA,-0.13557255713999805,100.0,0.511680317170988,0.0856764419742008,27.5862897428354,0.577999466076789,0.669678705606269,0.37610776003099,0.0,33.4593442110842,0.728478114779728,0,1.133442676,92.33446182,0.342260965,0.509982434,-0.167721469,0.074265923,3.0,5.0,4.1,3.5714285714285716,3.0625,4.857142857142857,1,184,2,68,31,2.0,1,5,2,5,4,5,2,5,,,,,,,,,,,,,,,,,,6,3,2,2,2,6,6,2,6,3.0,5.0,3.888888889,4.1,3.571428571,3.0625,4.857142857,1,2,3,2,4,2,2,2,3,3,3,2,2,2,3,3,2,4,3,3,3,3,3,3,3,2,3,4,2,3,2,2,1,6.0,5,3,2,5,2,5,7,6,7,3,6,2,2,4.25,4.25,3.307692308,2,2,4,4,4,2.666666667,4.0,MLRP_a8X7UVKior5VfhP,Gle10mc,nonEA,12,0,1,0,0,1,0,0,0
GLE19DU,nonEA,-0.407020764484043,4.47841648158484,0.407020764484043,0.0338520462561423,21.4941343678606,0.703558356759662,100.0,0.0,0.0,7.11069612710133,0.999999999957518,0,97.28088635,1.655055625,0.00251351,0.451067501,-0.448553991,6.27531e-11,4.2,4.25,4.2,4.428571428571429,4.1875,5.0,1,184,1,61,38,2.0,4,4,3,6,6,9,9,3,,,,,,,,,,,,,,,,,,3,5,4,5,4,5,5,4,3,4.2,4.25,4.222222222,4.2,4.428571429,4.1875,5.0,2,3,2,2,1,2,3,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,3,3,3,3,3,3,2,2,2,7,6,3.0,6,5,4,5,5,3,4,5,2,4,5,5,5,4.5,4.25,4.0,4,2,4,4,4,3.333333333,4.0,MLRP_1OpDGJ5zNsLSBvv,GLE19DU,nonEA,1,0,0,0,0,0,0,0,0
GOL19ER,nonEA,0.0015998587643939466,5.58483434900379,0.52632708631582,0.0642060348729507,26.0059452601867,0.610570253905553,80.5961442591986,0.527926945080214,0.0856644483373065,27.5862900282113,0.788999730097606,0,52.37576973,5.682677336,0.527688959,0.526389287,0.001299672,0.075475451,3.6,3.75,3.9,4.142857142857143,2.8125,4.857142857142857,1,33,1,67,32,2.0,1,4,2,5,1,7,3,6,,,,,,,,,,,,,,,,,,5,5,2,3,3,5,2,3,5,3.6,3.75,3.666666667,3.9,4.142857143,2.8125,4.857142857,3,1,2,3,2,2,4,3,3,3,3,3,3,2,3,2,3,2,2,3,3,2,4,3,2,2,2,2,1,3,4,2,2,3.0,6,6,5,6,3,5,4,3,6,6,4,5,6,3.75,4.5,4.692307692,3,3,2,3,3,2.666666667,3.0,MLRP_dbfSlCuysJLwYuN,GOL19ER,nonEA,2,0,0,0,0,1,0,1,0
HAL13EZ,nonEA,-0.07502400825509903,1.24972000685485,0.361432502043105,0.0,24.8322578303714,0.634759868684814,0.431345089441398,0.286408493788006,0.0,36.3378444857332,0.698815271412345,0,0.431344661,1.249744622,0.286408407,0.361422541,-0.075014134,3.19662e-13,4.4,3.75,4.8,3.857142857142857,2.6875,2.2857142857142856,2,185,1,79,20,1.0,3,3,2,5,3,2,6,6,,,,,,,,,,,,,,,,,,4,3,7,5,3,4,6,3,2,4.4,3.75,4.111111111,4.8,3.857142857,2.6875,2.285714286,1,3,4,4,3,4,3,1,3,2,2,3,3,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,5,3.0,3,2,2,2,6,4,6,6,2,2,7,4,2,4.25,4.75,3.076923077,4,4,5,5,5,4.333333333,5.0,MLRP_5h9GAdCASYouxrn,Hal13ez,nonEA,14,4,0,0,0,0,0,0,0
HAV12ER,nonEA,-0.05216920231415639,100.0,0.142206320728998,0.428521429037452,54.9142638104368,0.0147718565786361,100.0,0.0900371184148416,0.228562270841656,44.7390809974222,0.612240826749852,0,99.86121532,73.69597049,0.089995443,0.140750031,-0.050754588,0.328522809,5.0,5.0,4.9,3.2857142857142856,3.375,3.5714285714285716,1,184,1,67,32,2.0,1,5,1,6,3,6,5,5,,,,,,,,,,,,,,,,,,6,5,6,2,6,5,5,5,5,5.0,5.0,5.0,4.9,3.285714286,3.375,3.571428571,3,3,2,3,2,2,3,2,3,3,3,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2.0,6,2,3,5,3,7,3,3,5,3,6,5,5,5.0,4.75,3.384615385,5,3,3,3,3,3.666666667,3.0,MLRP_1UkSBkU3qMfOUuN,HAV12ER,nonEA,29,5,3,1,0,0,0,1,0
HAW16ES,nonEA,-0.04638935500420299,0.653250610840034,0.454418049961502,0.0,34.2485968779653,0.440689788009202,0.766255028229265,0.408028694957299,0.0,31.0437730359975,0.753370490174098,0,86.35713385,1.678755744,0.488527664,0.516140086,-0.027612422,0.103145082,5.0,3.75,4.8,2.857142857142857,2.6875,3.0,1,184,1,39,60,2.0,1,4,10,5,6,5,3,5,,,,,,,,,,,,,,,,,,5,5,3,6,6,4,3,2,6,5.0,3.75,4.444444444,4.8,2.857142857,2.6875,3.0,3,4,3,3,3,3,1,2,1,3,1,1,2,2,3,3,2,2,3,3,2,3,1,4,2,3,2,3,4,3,3,3,3,5.0,6,5,6,5,5,6,4,2,6,6,5,6,3,3.75,5.5,4.538461538,5,4,3,5,5,4.0,5.0,MLRP_cApEyZpWmK7JO8R,HAW16ES,nonEA,20,10,0,0,1,0,0,0,2
HOW10ER,nonEA,0.32453319921536905,6.15334771485943,0.675466800784631,0.0,10.5744610116193,0.928612051033615,24.3789540996756,1.0,0.0,7.1106961231339,0.999999999998402,0,70.05589098,6.163642057,0.9585001,0.675437157,0.283062944,1.91184e-12,4.0,4.5,4.4,3.0,1.625,3.7142857142857144,2,185,1,71,28,1.0,1,4,2,5,4,3,2,4,,,,,,,,,,,,,,,,,,5,5,4,3,3,5,4,5,4,4.0,4.5,4.222222222,4.4,3.0,1.625,3.714285714,2,2,3,4,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,4,3,3,3,3,3,3,3,3,1,3,3,3,4,7.0,6,3,3,5,3,5,3,2,5,5,5,3,4,4.5,4.0,3.692307692,5,5,5,5,5,5.0,5.0,MLRP_aWxLAYvb7XbcwgB,HOW10ER,nonEA,14,5,0,0,0,0,0,1,0
IND19RS,nonEA,0.044927193074004,100.0,0.435843052893412,0.114240331060882,31.9880771152679,0.487278940173132,0.662774113738955,0.480770245967416,0.0,36.5466009139043,0.696664043814658,0,0.783674604,4.49198954,0.473880867,0.417349201,0.056531666,0.076696667,6.8,6.75,4.2,3.142857142857143,4.375,4.857142857142857,1,185,1,79,20,1.0,1,2,3,6,2,4,8,6,,,,,,,,,,,,,,,,,,7,7,7,6,7,7,6,7,7,6.8,6.75,6.777777778,4.2,3.142857143,4.375,4.857142857,2,3,4,4,4,3,3,2,2,3,2,2,2,2,4,3,2,2,3,3,2,4,2,3,3,4,3,2,3,2,2,1,1,2.0,2,2,7,4,4,4,5,6,5,6,6,5,3,4.25,5.0,4.230769231,2,2,2,2,4,2.0,3.0,MLRP_6PBJaORfeYobG9T,IND19RS,nonEA,29,0,2,1,0,1,2,0,0
INN29TH,nonEA,0.19424121457236898,1.67872666898795,0.728714313711587,0.0,18.8674900647626,0.757693309763359,100.0,0.922955528283956,0.0,7.11069694606995,0.999999991518075,0,99.99954722,1.6787886,0.922907443,0.728697941,0.194209502,5.58829e-13,5.4,2.75,2.6,2.5714285714285716,2.1875,5.714285714285714,1,184,1,68,31,2.0,1,4,2,6,1,4,4,8,,,,,,,,,,,,,,,,,,2,6,7,5,7,1,4,2,4,5.4,2.75,4.222222222,2.6,2.571428571,2.1875,5.714285714,4,3,4,3,2,3,4,4,4,3,4,2,2,4,4,2,3,2,4,4,1,4,3,4,2,3,3,4,2,4,4,2,2,4.0,7,6,6,6,2,7,2,1,7,6,4,4,6,4.0,4.25,4.461538462,5,5,1,5,5,3.666666667,5.0,MLRP_9nnUxbNIHJcrwSp,INN29TH,nonEA,20,4,0,2,0,1,0,1,5
IVE09RO,nonEA,-0.05103683690628702,1.52342984006132,0.274100523216566,0.0,22.8302772698132,0.676020546208721,1.30742065752132,0.223063686310279,0.0,23.3067584939824,0.83310015096732,0,1.307228043,1.523349473,0.223028832,0.274055361,-0.051026529,1.80717e-13,4.8,4.0,3.6,3.4285714285714284,2.125,3.4285714285714284,2,185,1,79,20,1.0,3,3,2,4,1,2,3,4,,,,,,,,,,,,,,,,,,3,7,5,5,4,4,5,3,4,4.8,4.0,4.444444444,3.6,3.428571429,2.125,3.428571429,3,3,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,2,3,3,2,3,3,2,2,3,3,2,2,3,2,3,6,5.0,6,5,3,4,2,5,3,2,3,6,4,5,6,4.0,3.5,4.0,4,2,2,3,3,2.666666667,3.0,MLRP_5h7qgVXcy8b0R6Z,IVE09RO,nonEA,22,5,0,0,0,3,0,0,0
KEN16AD,nonEA,0.014948821612422003,2.88836330853512,0.151444195292637,0.0,15.1266739290051,0.834791265305284,2.72498928812158,0.166393016905059,0.0,15.4380272255416,0.914187147960659,0,2.724599642,2.888116686,0.166360646,0.151441196,0.01491945,7.39735e-13,5.2,2.75,3.5,4.285714285714286,2.125,4.0,2,185,1,80,19,1.0,7,3,1,7,2,3,6,8,,,,,,,,,,,,,,,,,,5,7,2,5,7,2,5,2,2,5.2,2.75,4.111111111,3.5,4.285714286,2.125,4.0,3,1,4,4,3,2,4,4,4,3,4,3,2,4,4,2,2,3,2,4,4,3,4,4,4,4,3,2,1,2,4,2,7,5.0,7,3,1,6,2,7,2,5,3,7,6,5,1,5.75,4.0,2.846153846,5,5,5,5,5,5.0,5.0,MLRP_3KUd3KAFoQTKwlv,KEN16AD,nonEA,1,7,1,6,2,3,0,2,6
Ken21Lo,nonEA,0.011069136734918994,2.62477395885702,0.19670913968355,0.0,15.8998965339756,0.818855202195368,2.07509990816881,0.207778276418469,0.0,17.8747910868184,0.889076382685791,0,2.075462844,2.624824915,0.207753975,0.196707486,0.011046489,1.64156e-13,4.8,2.25,1.5,2.7142857142857144,3.75,4.571428571428571,1,185,1,52,47,2.0,1,5,1,5,1,10,1,4,,,,,,,,,,,,,,,,,,4,5,6,4,5,2,3,2,2,4.8,2.25,3.666666667,1.5,2.714285714,3.75,4.571428571,4,3,3,3,2,2,2,3,3,2,2,3,2,4,1,2,3,2,2,2,2,3,2,2,2,2,2,2,3,1,2,6,6,6.0,6,4,5,5,2,6,2,2,6,6,3,5,5,4.5,4.0,4.230769231,5,3,3,3,4,3.666666667,3.5,MLRP_dc0J4GFWwP5553v,Ken21Lo,nonEA,17,3,0,2,1,0,0,1,0
KEN31ER,nonEA,0.114581403300412,2.76905231388901,0.626306860222238,0.0,15.225973455204,0.832744709105145,1.45764819905986,0.74088826352265,0.0,21.6760991943326,0.849904037288636,0,1.685481961,91.02944339,0.74462224,0.640465581,0.104156659,0.020511704,2.8,4.0,4.2,3.0,2.75,3.2857142857142856,2,185,1,76,23,2.0,1,4,2,6,1,3,8,4,,,,,,,,,,,,,,,,,,2,2,5,2,3,4,2,6,4,2.8,4.0,3.333333333,4.2,3.0,2.75,3.285714286,3,2,4,3,3,3,2,3,3,3,4,3,3,2,3,3,2,3,3,3,3,3,3,3,4,4,3,2,1,2,4,1,4,3.0,3,2,1,4,4,3,5,5,5,2,7,4,3,4.25,5.0,3.384615385,5,4,3,4,4,4.0,4.0,MLRP_0GKd4QVi7RCrz6d,KEN31ER,nonEA,1,0,0,0,0,0,0,0,0
KUT23NA,nonEA,-0.020838659017458017,1.11388841642749,0.492930419256395,0.0,28.2412042196797,0.56450172510608,0.979327812072735,0.472091760238937,0.0,30.1913961345324,0.762154203950614,0,0.97907263,1.113672641,0.472070082,0.492893972,-0.02082389,2.82151e-09,5.6,5.25,4.4,1.8571428571428572,2.125,1.8571428571428572,1,184,2,71,28,2.0,1,5,3,6,3,4,1,5,,,,,,,,,,,,,,,,,,7,7,1,7,6,5,4,7,5,5.6,5.25,5.444444444,4.4,1.857142857,2.125,1.857142857,1,1,4,3,2,3,2,1,1,3,3,3,1,1,4,2,1,3,3,4,2,4,2,4,3,2,3,3,1,3,4,1,3,7.0,1,1,1,2,4,1,5,1,2,1,7,1,1,3.0,3.5,3.076923077,5,2,2,3,2,3.0,2.5,MLRP_eK9nXLRHAIlaia1,KUT23NA,nonEA,16,7,1,1,0,0,0,0,0
LAK05ER,nonEA,-0.10972554144798302,100.0,0.48870460231348,0.0285410746214702,16.1925898558672,0.812822813566878,4.79757849778787,0.378979060865497,0.0689655076191115,27.487693728287,0.790015761475826,0,4.264590433,97.8979706,0.379473454,0.488597342,-0.109123888,0.046542736,3.6,2.0,4.1,3.2857142857142856,2.0,3.857142857142857,2,185,1,77,22,1.0,1,3,10,6,2,2,5,3,,,,,,,,,,,,,,,,,,4,6,2,3,3,2,1,3,2,3.6,2.0,2.888888889,4.1,3.285714286,2.0,3.857142857,3,1,3,4,2,2,3,4,4,3,4,4,3,4,4,3,2,3,3,3,2,4,3,4,2,2,3,2,1,2,3,1,5,6.0,6,7,5,3,5,6,3,1,7,7,6,3,6,3.25,5.25,4.538461538,5,5,3,4,3,4.333333333,3.5,MLRP_8ArzYSaZ8nO7Nqt,LAK05ER,nonEA,19,4,4,3,0,1,0,2,0
LAP15NT,nonEA,0.024602779882207992,100.0,0.355251945626629,0.0285345078250221,16.1925471909663,0.812823692887463,1.30369034786463,0.379854725508837,0.0,25.5906698572346,0.809564525270221,0,1.37736708,84.32173992,0.378804518,0.35435382,0.024450698,0.019267346,5.4,4.25,3.7,2.857142857142857,2.4375,3.4285714285714284,2,185,1,79,20,1.0,1,3,1,6,1,2,6,8,,,,,,,,,,,,,,,,,,3,6,6,6,6,5,2,5,5,5.4,4.25,4.888888889,3.7,2.857142857,2.4375,3.428571429,2,2,3,4,3,3,3,4,3,3,3,3,4,4,2,2,2,3,3,4,3,4,4,3,3,3,3,3,2,3,3,1,3,5.0,6,6,5,5,5,7,3,4,5,3,5,5,3,4.25,5.0,3.846153846,4,4,3,4,4,3.666666667,4.0,MLRP_cAdKPfQFxvyaf7n,LAP15NT,nonEA,24,2,5,2,0,0,0,1,3
LAW14SE,nonEA,1.817770192924506e-06,100.0,0.537046139390511,0.142807147737013,35.8188391246833,0.408327206547283,100.0,0.537047957160704,0.17137857537206,39.1807892799031,0.669518826011845,0,84.69830001,84.54391473,0.536791081,0.536828146,-3.70649e-05,0.157092865,4.8,3.5,4.8,2.5714285714285716,2.5625,2.4285714285714284,1,184,1,70,29,2.0,1,5,3,2,1,3,5,6,,,,,,,,,,,,,,,,,,6,6,5,1,6,3,5,3,3,4.8,3.5,4.222222222,4.8,2.571428571,2.5625,2.428571429,3,3,4,2,2,2,1,3,3,3,3,3,3,2,3,3,4,2,2,3,2,3,2,3,3,3,2,3,1,3,3,3,4,5.0,6,6,6,5,5,5,5,4,6,6,4,2,2,3.75,4.25,4.307692308,5,3,4,4,4,4.0,4.0,MLRP_8rf5TfMnpMElY0J,LAW14SE,nonEA,28,4,0,0,0,10,0,0,0
LAW27VI,nonEA,-0.14873754855559296,100.0,0.584577234753378,0.0856642945894453,27.5862900649018,0.577999459439024,100.0,0.435839686197785,0.0,7.11135919178488,0.999993167099441,0,95.98478332,64.25400199,0.435766998,0.584659792,-0.148892794,0.042812152,2.4,3.75,3.0,3.142857142857143,4.25,4.428571428571429,1,185,1,80,19,1.0,3,2,3,3,3,6,5,8,,,,,,,,,,,,,,,,,,4,1,2,3,2,3,2,6,4,2.4,3.75,3.0,3.0,3.142857143,4.25,4.428571429,2,3,3,3,2,2,3,2,3,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,2,2,2,4,2,5.0,5,4,3,5,3,2,3,5,5,5,6,3,3,4.75,4.25,3.692307692,4,2,1,2,3,2.333333333,2.5,MLRP_0vPcMIcvjum9zDv,LAW27VI,nonEA,24,2,2,5,0,1,0,3,0
LIN10LE,nonEA,0.676326468012997,6.97209018088475,0.102821740718081,0.0,12.6054791372664,0.886752911350376,5.02223662614062,0.779148208731078,0.0,11.9726946684955,0.949897277211241,0,5.026102508,6.976722055,0.779108146,0.102795797,0.67631235,1.32109e-13,5.2,5.0,4.7,2.4285714285714284,3.1875,3.2857142857142856,2,184,2,72,27,1.0,1,4,2,6,5,9,4,4,,,,,,,,,,,,,,,,,,7,4,6,3,6,4,5,5,6,5.2,5.0,5.111111111,4.7,2.428571429,3.1875,3.285714286,3,1,4,4,3,3,3,2,3,2,3,2,2,2,2,1,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,2,2.0,3,2,5,3,4,3,5,7,1,3,7,2,3,4.75,3.5,3.076923077,5,4,2,5,4,3.666666667,4.5,MLRP_ahfpDOkqDbEFKqp,LIN10LE,nonEA,36,0,0,0,0,0,0,0,0
LON11EN,nonEA,0.118792831287725,11.5305846444027,0.250506299494419,0.0318619644616133,20.0012621937757,0.734326346505856,5.79516820529452,0.369299130782144,0.0,12.5395059638777,0.944056306890043,0,5.946954063,11.30537891,0.36946986,0.25049846,0.118971399,0.016330576,2.6,5.25,3.9,3.5714285714285716,2.125,3.4285714285714284,2,185,1,77,22,2.0,4,4,4,3,2,2,1,3,,,,,,,,,,,,,,,,,,2,4,2,3,2,6,5,6,4,2.6,5.25,3.777777778,3.9,3.571428571,2.125,3.428571429,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,2,3,4,3,3,4,3,3,3,2,3,2,3,3,1,6,3.0,3,2,5,3,5,5,5,6,5,3,5,3,3,4.5,4.5,3.615384615,4,3,3,4,4,3.333333333,4.0,MLRP_4SzvVdXXkl3FxCR,LON11SE,nonEA,31,0,0,0,2,0,0,0,0
lon20es,nonEA,0.201396161940938,100.0,0.786504977983329,0.31424968693942,50.6847809429007,0.101941198843194,26.411795386264,0.987901139924267,0.399950016614817,54.2215131783263,0.51452469901445,0,0.162269171,77.18936397,0.999993417,0.892983791,0.107009627,0.312055083,3.8,5.0,4.3,3.142857142857143,3.8125,3.142857142857143,1,184,1,54,45,2.0,1,5,2,4,1,6,3,5,,,,,,,,,,,,,,,,,,3,1,6,6,3,5,2,7,6,3.8,5.0,4.333333333,4.3,3.142857143,3.8125,3.142857143,3,2,3,3,3,3,2,2,2,3,3,1,3,1,3,3,2,2,2,3,3,2,3,2,2,1,2,2,3,3,2,2,3,3.0,3,2,2,2,2,3,6,6,5,3,5,1,4,4.25,3.25,3.230769231,4,3,3,3,2,3.333333333,2.5,MLRP_3R86lgVjvbSUrMF,lon20es,nonEA,19,4,0,4,2,1,3,3,5
MAE27ES,nonEA,-0.005937427929361971,1.56504752215771,0.335635591092348,0.0,22.7478464909702,0.677719438720911,100.0,0.329698163162986,0.0,7.1107062741862,0.999999895392168,0,99.52804954,1.565042184,0.329665738,0.33563562,-0.005969882,6.01913e-09,4.4,5.0,3.6,3.5714285714285716,3.375,3.142857142857143,1,184,1,70,29,2.0,1,4,3,4,1,6,6,7,,,,,,,,,,,,,,,,,,3,2,6,6,5,5,3,6,6,4.4,5.0,4.666666667,3.6,3.571428571,3.375,3.142857143,2,3,2,3,2,1,3,3,4,3,3,2,3,2,2,3,2,2,2,3,1,3,3,3,1,2,2,2,3,2,3,3,6,5.0,7,5,3,5,2,6,2,1,6,3,5,5,5,4.25,4.5,3.769230769,5,4,5,4,5,4.666666667,4.5,MLRP_6YkByivKcr9xZaJ,MAE27ES,nonEA,4,0,0,1,1,0,0,1,0
MAI29DO,nonEA,-0.039821901236110985,1.56984450792282,0.160302530973063,0.0,19.5100012707193,0.74445119932694,1.16176838264741,0.120480629736952,0.0,20.5141563059255,0.861877817595073,0,1.161524546,1.569805885,0.120429714,0.160287686,-0.039857972,8.57438e-09,3.4,4.75,3.8,2.857142857142857,2.8125,1.7142857142857142,1,185,1,79,20,1.0,3,3,2,6,1,3,2,5,,,,,,,,,,,,,,,,,,3,5,2,2,5,5,2,7,5,3.4,4.75,4.0,3.8,2.857142857,2.8125,1.714285714,2,4,4,4,4,4,1,3,1,4,2,3,3,3,4,3,4,4,4,3,3,3,3,3,2,2,2,3,4,4,4,1,3,3.0,5,2,2,5,3,3,3,4,2,5,5,2,1,5.0,3.0,3.076923077,4,4,4,5,5,4.0,5.0,MLRP_8ek5MeMALoF6DwV,MAI29DO,nonEA,3,0,0,0,0,0,0,0,0
