subID_noempty_EMA,group,hyper,beta_self,k_self,eps_self,BIC_self,pseudoR2_self,beta_other,k_other,eps_other,BIC_other,psedoR2_other,exclude_extreme_kappa,betaO_1eps,betaS_1eps,ko_1eps,ks_1eps,hyper_1eps,eps_1eps,OUS_IB,OUS_IH,sd,manipulation,callous,life_style,Gender,Country,GrewUp,YearBorn,age,Student,Race,Education,Politics,PolConvict,Religious,Income,MoneyGround,SES,MonthsEA,InvolvedEA,LearnEA,EmployedEA,HigherJob,EAArea,EAOften,EA_talk,EA_Persuade,EA_ID_1,EA_Fulfil_1,EA_SocialB_1,EA_identity,EA_Familiarity,EA_Agreement,EA_Future,EA_familiarity,OUS_1,OUS_2,OUS_3,OUS_4,OUS_5,OUS_6,OUS_7,OUS_8,OUS_9,OUS_IB.1,OUS_IH.1,OUS_overall,sd.1,manipulation.1,callous.1,life_style.1,QCAE_QCAE_1,QCAE_QCAE_2,QCAE_QCAE_3,QCAE_QCAE_4,QCAE_QCAE_5,QCAE_QCAE_6,QCAE_QCAE_7,QCAE_QCAE_8,QCAE_QCAE_9,QCAE_QCAE_10,QCAE_QCAE_11,QCAE_QCAE_12,QCAE_QCAE_13,QCAE_QCAE_14,QCAE_QCAE_15,QCAE_QCAE_16,QCAE_QCAE_17,QCAE_QCAE_18,QCAE_QCAE_19,QCAE_QCAE_20,QCAE_QCAE_21,QCAE_QCAE_22,QCAE_QCAE_23,QCAE_QCAE_24,QCAE_QCAE_25,QCAE_QCAE_26,QCAE_QCAE_27,QCAE_QCAE_28,QCAE_QCAE_29,QCAE_QCAE_30,QCAE_QCAE_31,TrolleyWrong_1,SoldierWrong_1,CruiseWrong_1,TSC_1,TSC_2,TSC_3,TSC_4,TSC_5,TSC_6,TSC_7,TSC_8,TSC_9,TSC_10,TSC_11,TSC_12,TSC_13,restrain,impulsive,unidimension,MConvict1,MConvict2,MConvict3,MConvict4,MConvict5,moral_importance,moral_self,RIP,participant_ID,group.1,neutral,do_moral,target_moral,witness_moral,learn_moral,do_immoral,target_immoral,witness_immoral,learn_immoral
MUL13ON,EA,-0.07180790949377303,0.743503993655595,0.809642472606141,0.0,27.7069506323255,0.575512653692551,1.89693077091069,0.737834563112368,0.0,18.9744341681888,0.877744599684071,0,1.897225996,0.743537273,0.737801383,0.80963652,-0.071835137,2.06923e-09,3.4,2.5,4.2,1.8571428571428572,1.5,2.2857142857142856,2,185,1,78,21,1.0,1,4,2,5,1,1,1,6,0.0,2.0,4.0,2.0,2.0,2.0,7.0,4.0,2.0,5.0,5.0,4.0,4.666666667,3.0,4.0,4.0,3.666666667,2,2,2,6,5,5,1,2,2,3.4,2.5,3.0,4.2,1.857142857,1.5,2.285714286,1,1,4,4,4,4,4,3,4,4,4,4,3,3,4,3,2,3,3,4,3,3,3,4,3,2,2,3,1,4,4,5,6,5.0,5,6,3,5,3,5,5,3,6,2,5,2,3,3.25,4.0,3.769230769,5,5,5,5,5,5.0,5.0,MLRP_e99IK1aU0o4mA6x,MUL13ON,EA,0,0,1,0,0,0,0,0,0
NOR03IS,EA,-0.24213213113782497,0.956147966442261,0.462285739301208,0.0,30.3830674178109,0.520358076331702,0.432728887258948,0.220153608163383,0.0,33.684611150135,0.726156746952265,0,0.43261611,0.95628452,0.220055906,0.46227652,-0.242220614,7.97212e-13,5.8,4.25,3.8,3.5714285714285716,2.0625,2.7142857142857144,2,161,1,64,35,2.0,1,5,2,5,4,4,1,4,18.0,1.0,1.0,2.0,2.0,2.0,7.0,5.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.666666667,5,6,6,6,6,1,5,6,5,5.8,4.25,5.111111111,3.8,3.571428571,2.0625,2.714285714,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,2,3,2,7,4.0,6,5,5,5,2,7,2,2,6,6,5,5,5,4.25,4.5,4.076923077,5,4,4,4,4,4.333333333,4.0,MLRP_aWbaecAOrsIPwwd,NOR03IS,EA,6,2,5,1,0,1,0,1,3
NOR08IA,EA,0.032263569806713965,1.82153657829593,0.504949005045027,0.0,18.9242843297967,0.756522783984565,3.19778715839266,0.537212574851741,0.0694339392726892,28.9370976184999,0.775079705728288,0,3.031657838,1.898217892,0.538074305,0.504412919,0.033661386,0.03724416,3.4,4.75,4.6,2.7142857142857144,3.8125,3.142857142857143,1,185,1,78,21,1.0,3,3,4,4,2,1,6,8,0.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,5.0,3.0,3.333333333,1.0,4.0,2.0,2.333333333,3,5,6,1,2,5,7,5,2,3.4,4.75,4.0,4.6,2.714285714,3.8125,3.142857143,3,2,4,4,3,2,1,4,3,2,3,2,2,4,4,3,3,2,3,4,2,4,2,4,3,2,3,3,2,3,4,7,2,6.0,6,6,4,5,6,7,3,2,6,7,7,5,6,3.75,6.0,4.461538462,5,5,5,4,5,5.0,4.5,MLRP_3UlxSaj10mKln9P,NOR08IA,EA,32,4,0,0,1,2,0,0,0
oce10ta,EA,0.130497034210045,2.15487417212813,0.621939919393474,0.0769431912508918,31.9800219501151,0.487444956556268,1.77318782521479,0.752436953603519,0.0,19.1243532696355,0.876199688654129,0,1.773435992,0.602475117,0.752420988,0.614800553,0.137620435,4.45793e-07,4.4,5.75,4.0,4.0,3.25,2.2857142857142856,2,185,1,80,19,1.0,3,3,6,6,5,1,6,4,1.0,2.0,2.0,2.0,2.0,1.0,7.0,5.0,4.0,3.0,5.0,5.0,4.333333333,2.0,4.0,4.0,3.333333333,5,6,3,5,3,6,5,7,5,4.4,5.75,5.0,4.0,4.0,3.25,2.285714286,3,3,3,3,3,3,3,1,1,2,3,1,1,1,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,2,1,1,2,2.0,1,2,1,1,6,3,6,5,2,1,7,1,1,3.5,4.0,2.846153846,4,2,1,1,2,2.333333333,1.5,MLRP_8I0t9nXPm0JBpM9,oce10ta,EA,28,1,1,1,1,0,0,1,1
ORC25NG,EA,0.18296681377819807,0.235497518873086,0.453098863681306,0.0454660831468672,51.1653222353922,0.0920372768486263,100.0,0.636065677459504,0.228539688419074,44.739908716053,0.612232297138681,0,90.99099442,71.63016085,0.636122251,0.316989703,0.319132549,0.257103021,5.2,4.25,3.5,4.142857142857143,2.875,4.285714285714286,2,185,1,78,21,1.0,4,3,4,4,6,1,5,5,0.0,1.0,7.0,2.0,2.0,2.0,6.0,5.0,3.0,6.0,5.0,5.0,5.333333333,1.0,3.0,3.0,2.333333333,6,3,7,5,5,4,3,6,4,5.2,4.25,4.777777778,3.5,4.142857143,2.875,4.285714286,2,2,2,4,4,3,4,4,3,4,3,3,4,4,4,2,3,2,3,4,4,4,3,4,4,4,4,3,1,4,4,6,5,6.0,6,6,6,6,4,7,3,3,6,5,5,5,4,4.0,5.0,4.307692308,4,3,3,3,3,3.333333333,3.0,MLRP_08PPl5WW4yS9TkF,ORC25NG,EA,1,0,0,0,1,0,0,0,0
OVE19SS,EA,0.32229976879644395,0.891184055581613,0.41647342295321,0.0,30.8103952246286,0.51155088050699,100.0,0.738773191749654,0.0,7.11069622650385,0.999999998933178,0,99.98582386,0.891183288,0.738720977,0.416473424,0.322247553,2.60538e-12,4.8,3.5,3.4,3.5714285714285716,1.9375,3.142857142857143,2,185,1,79,20,1.0,1,3,1,7,5,9,5,3,1.0,2.0,4.0,2.0,2.0,2.0,7.0,5.0,4.0,3.0,5.0,5.0,4.333333333,3.0,5.0,4.0,4.0,3,6,7,5,3,2,2,6,4,4.8,3.5,4.222222222,3.4,3.571428571,1.9375,3.142857143,3,2,4,4,4,4,4,3,4,4,4,4,4,4,3,3,2,4,4,3,4,4,4,3,4,4,4,3,1,3,4,3,5,3.0,5,2,4,3,5,6,3,1,2,5,7,2,2,4.25,4.0,3.153846154,5,4,4,3,3,4.333333333,3.0,MLRP_cMHWDaB6oqK3RhX,OVE19SS,EA,1,0,0,1,0,0,0,1,0
PAR23UO,EA,-0.060032902221069995,100.0,0.435838595808809,0.0,7.11135919206947,0.999986334193017,100.0,0.375805693587739,0.0,7.11070899738176,0.999999867329734,0,99.9999603,99.99999886,0.375765626,0.435789184,-0.060023559,4.57122e-13,3.4,5.0,4.3,3.0,1.8125,3.857142857142857,2,185,1,80,19,1.0,4,3,2,6,1,1,7,4,1.0,2.0,4.0,2.0,2.0,2.0,7.0,7.0,0.0,3.0,4.0,4.0,3.666666667,2.0,4.0,3.0,3.0,4,3,4,2,4,5,4,5,6,3.4,5.0,4.111111111,4.3,3.0,1.8125,3.857142857,3,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,4,5.0,7,6,5,5,3,6,2,2,6,6,4,5,3,4.25,4.5,4.153846154,4,3,4,4,4,3.666666667,4.0,MLRP_9KSFEnCb8uY3BvT,PAR23UO,EA,40,0,1,0,0,0,1,0,0
PIE28LD,EA,-0.054796596994047014,100.0,0.276495422492441,0.0571262694037608,22.4429920158643,0.684002467855599,1.45915674854517,0.221698825498394,0.0,21.4004965787306,0.852744112479958,0,1.516053545,99.99998253,0.21747459,0.276260972,-0.058786382,0.034299039,2.4,4.75,3.4,3.7142857142857144,2.875,4.428571428571429,2,185,1,79,20,1.0,1,3,2,7,1,2,5,2,0.0,2.0,4.0,2.0,2.0,2.0,7.0,7.0,0.0,1.0,2.0,1.0,1.333333333,1.0,3.0,3.0,2.333333333,3,5,1,1,2,2,5,6,6,2.4,4.75,3.444444444,3.4,3.714285714,2.875,4.428571429,2,2,4,4,3,3,4,4,3,4,4,3,2,4,4,4,3,3,3,4,3,2,3,3,2,2,2,3,2,3,3,2,4,5.0,5,3,3,6,2,3,5,5,3,2,6,5,1,4.5,4.0,3.307692308,4,4,3,4,4,3.666666667,4.0,MLRP_9EofwtuNLmjeusR,PIE28LD,EA,12,2,0,0,0,0,0,1,0
PLE24ON,EA,0.33660722393363207,100.0,0.469345591631983,0.0856677319903311,27.5882745742028,0.577958558842922,1.33983169426607,0.805952815565615,0.0,22.2207349992126,0.844291584611558,0,1.339619632,1.016662455,0.805929271,0.560653492,0.245275779,1.34125e-08,6.0,2.0,3.6,3.0,2.625,1.8571428571428572,2,185,1,77,22,2.0,1,4,2,6,1,7,6,6,0.0,2.0,6.0,2.0,2.0,1.0,6.0,7.0,7.0,5.0,3.0,6.0,4.666666667,3.0,4.0,5.0,4.0,5,6,6,7,6,2,2,2,2,6.0,2.0,4.222222222,3.6,3.0,2.625,1.857142857,2,2,4,4,4,4,4,2,3,3,3,2,3,3,4,4,1,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,3,6.0,3,2,2,2,6,6,5,5,3,4,6,2,2,4.25,4.25,3.076923077,4,4,4,4,4,4.0,4.0,MLRP_dcXqeukOIj5A5s9,PLE24ON,EA,34,1,2,1,0,0,0,0,0
PLY29ER,EA,0.235975270246356,3.03678787812674,0.315764418050547,0.0,14.3354367611632,0.851098607279749,92.3619021452041,0.551739688296903,0.0856673800506366,27.5862899984829,0.788999730403956,0,0.817874814,3.036182226,0.454992534,0.31573832,0.139254214,1.0666e-06,5.6,3.25,4.8,3.4285714285714284,3.5625,4.285714285714286,2,185,1,65,34,2.0,1,5,1,7,1,7,5,5,24.0,2.0,7.0,2.0,2.0,2.0,4.0,4.0,2.0,7.0,7.0,4.0,6.0,5.0,5.0,4.0,4.666666667,6,6,5,5,6,3,2,3,5,5.6,3.25,4.555555556,4.8,3.428571429,3.5625,4.285714286,2,4,3,4,4,3,2,1,1,3,2,1,2,1,2,2,4,3,2,3,1,3,4,1,2,2,3,3,4,3,3,1,2,4.0,5,5,7,2,3,3,6,5,5,2,5,2,2,3.75,3.75,3.692307692,5,4,4,3,3,4.333333333,3.0,MLRP_8wSyRDn013rx7cF,PLY29ER,EA,34,1,0,0,1,1,0,0,3
PRO05EY,EA,-0.00250230422851605,100.0,0.538697133148583,0.057102561282369,22.4429738801824,0.684002841630717,92.0527282085363,0.536194828920067,0.0570946240344457,22.4429742036693,0.842001417481838,0,82.44888674,81.74561862,0.536692796,0.53666376,2.90351e-05,0.057096275,6.0,6.25,,,,,1,185,1,77,22,2.0,1,4,2,6,1,9,6,1,24.0,1.0,1.0,2.0,1.0,1.0,7.0,5.0,0.0,3.0,4.0,6.0,4.333333333,4.0,5.0,4.0,4.333333333,6,7,6,5,6,6,5,7,7,6.0,6.25,6.111111111,,,,,3,4,3,3,3,4,2,3,2,3,2,3,4,3,4,4,2,3,4,4,3,4,3,4,4,4,3,4,3,3,3,2,3,3.0,1,3,5,6,2,4,5,7,3,2,7,7,7,4.0,4.75,4.076923077,2,3,2,2,3,2.333333333,2.5,MLRP_eRNfQJpmcQVzRAN,PRO05EY,EA,29,1,0,1,0,0,1,1,0
REE03EN,EA,0.303299219351289,1.72053314946018,0.696700780648711,0.0,18.9418635589323,0.756160477317471,24.0197888097694,1.0,0.0,7.11069612312688,0.999999999998474,0,65.71976155,1.720995532,0.960241553,0.696689405,0.263552148,4.514e-13,3.2,5.0,5.2,2.0,1.5,2.142857142857143,2,185,1,81,18,1.0,4,2,1,5,5,1,10,2,0.0,2.0,4.0,2.0,2.0,2.0,7.0,7.0,0.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.666666667,7,2,1,1,5,6,2,6,6,3.2,5.0,4.0,5.2,2.0,1.5,2.142857143,3,1,4,4,3,2,4,4,4,4,4,4,4,4,3,2,1,3,3,4,4,4,4,4,3,2,3,4,4,4,4,2,3,5.0,6,2,1,1,6,7,7,6,2,5,7,2,1,4.75,4.25,2.538461538,5,5,5,5,5,5.0,5.0,MLRP_4Mfk0SSLk85ajsx,REE03EN,EA,37,0,0,1,1,0,0,3,0
REWU18,EA,-0.63967242124538,100.0,0.63967242124538,0.39995214663371,54.2215133491009,0.0290493945092472,71.2671684697127,0.0,0.485676071589347,55.6024237215717,0.500294464781226,0,13.80505225,73.76911307,0.720104132,0.640533282,0.07957085,0.385242734,4.6,5.5,3.8,5.142857142857143,4.0,5.0,2,185,1,66,33,2.0,1,4,5,4,5,8,5,5,4.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,10.0,5.0,5.0,6.0,5.333333333,4.0,3.0,5.0,4.0,7,4,4,5,3,5,6,5,6,4.6,5.5,5.0,3.8,5.142857143,4.0,5.0,2,1,4,3,4,4,2,3,3,4,2,4,4,1,3,3,2,4,4,3,3,2,2,3,4,3,2,3,2,2,4,6,5,5.0,2,3,2,4,3,6,5,4,5,3,4,5,2,3.5,4.25,3.692307692,3,4,3,5,4,3.333333333,4.5,MLRP_a2F24iB1pmYZyT3,REWU18,EA,0,0,1,0,1,0,0,0,0
RID09IA,EA,0.17184534984239197,1.63147821228844,0.828154650157608,0.0,18.7416770883141,0.760286306294812,24.8147846726262,1.0,0.0,7.11069612311255,0.999999999998622,0,19.22076827,1.631147241,0.99842766,0.828118286,0.170309375,2.69979e-10,5.0,1.75,4.6,1.2857142857142858,1.625,3.2857142857142856,2,185,2,75,24,2.0,4,4,2,5,5,5,5,5,13.0,1.0,2.0,2.0,2.0,2.0,7.0,4.0,0.0,2.0,3.0,1.0,2.0,4.0,4.0,5.0,4.333333333,2,3,6,7,7,2,1,2,2,5.0,1.75,3.555555556,4.6,1.285714286,1.625,3.285714286,2,1,4,4,4,3,2,1,3,4,4,4,2,3,4,4,2,3,4,4,4,4,4,2,3,4,3,3,1,3,3,3,5,7.0,6,5,3,1,7,7,5,5,4,6,5,4,2,4.25,5.0,3.538461538,5,5,4,4,4,4.666666667,4.0,MLRP_230WssTK0KpDwzz,RID09IA,EA,17,1,0,0,0,3,1,0,1
RIV08CK,EA,-0.231668838993906,100.0,0.851409066432848,0.257122621983669,47.0140313381095,0.17759508814573,7.25134735114504,0.619740227438942,0.215638211785668,44.1687740579075,0.618117819560012,0,7.440368365,85.78672618,0.619492374,0.851261262,-0.231768888,0.236986383,6.6,6.5,,,,,2,185,1,78,21,1.0,1,3,2,6,2,10,6,1,36.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,15.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.333333333,6,7,7,6,7,7,5,7,7,6.6,6.5,6.555555556,,,,,3,2,4,1,1,1,3,2,4,3,2,2,2,3,4,4,2,2,3,4,4,4,4,3,3,3,4,4,2,3,3,1,2,2.0,5,5,6,6,2,7,3,2,5,3,5,7,3,3.75,4.75,4.076923077,2,1,1,1,1,1.333333333,1.0,MLRP_3xwt7DwtmolhE9v,RIV08CK,EA,15,1,0,1,0,1,0,0,0
ron03bs,EA,0.07843553411940607,100.0,0.445010918122724,0.0571357410660365,22.4567584717847,0.683718742174356,1.45206374549718,0.52344645224213,0.0872443808160498,35.6922472471094,0.705468128087874,0,1.374442279,99.99999998,0.523448835,0.44500037,0.078448465,0.068366086,5.8,4.75,2.8,2.7142857142857144,1.5,2.5714285714285716,2,185,2,69,30,2.0,1,4,1,6,1,4,1,2,48.0,1.0,1.0,2.0,2.0,1.0,2.0,7.0,1.0,5.0,5.0,7.0,5.666666667,4.0,4.0,5.0,4.333333333,6,6,6,5,6,6,3,4,6,5.8,4.75,5.333333333,2.8,2.714285714,1.5,2.571428571,3,2,3,4,3,3,4,4,4,3,3,3,3,4,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,1,1,3.0,7,7,6,6,3,7,2,1,2,7,2,2,2,3.75,2.25,4.0,2,3,3,3,3,2.666666667,3.0,MLRP_b9NQcK99sE27kkB,ron03bs,EA,22,8,2,0,0,7,1,0,0
SAT17SI,EA,-0.011946122527338954,0.495450625310308,0.596505817386666,0.0,41.2713091083239,0.295952186461651,100.0,0.584559694859327,0.142807147799923,35.8188391475057,0.704163603038458,0,88.98598991,74.41514201,0.584543317,0.554420731,0.030122586,0.171378577,4.8,5.0,4.3,4.571428571428571,3.6875,4.142857142857143,2,185,2,79,20,1.0,4,3,2,6,5,7,6,1,12.0,1.0,4.0,2.0,1.0,1.0,5.0,2.0,3.0,5.0,6.0,5.0,5.333333333,4.0,4.0,4.0,4.0,3,5,5,6,5,5,5,5,5,4.8,5.0,4.888888889,4.3,4.571428571,3.6875,4.142857143,2,4,4,4,4,4,2,3,4,3,3,3,3,4,4,4,2,4,4,3,2,3,3,4,3,4,3,3,4,3,2,5,7,7.0,5,5,5,5,5,5,6,3,3,5,4,4,4,3.25,4.0,4.384615385,4,4,4,4,4,4.0,4.0,MLRP_3BOC8AWbe3Xyxkp,SAT17SI,EA,3,1,0,0,0,0,0,0,0
SAW16IA,EA,0.24846833295306192,2.37317457224489,0.539931676229596,0.0,16.4157200988916,0.808224115065682,4.38947330844183,0.788400009182658,0.0329967962715241,21.469540645688,0.852032615815656,0,1.267186397,2.374153171,0.778374044,0.539915084,0.23845896,1.20603e-08,6.2,5.25,4.7,3.5714285714285716,2.3125,5.571428571428571,1,185,1,75,24,2.0,3,4,1,4,1,5,5,3,22.0,1.0,8.0,2.0,2.0,1.0,6.0,2.0,15.0,7.0,7.0,4.0,6.0,5.0,4.0,5.0,4.666666667,6,4,7,7,7,5,6,5,5,6.2,5.25,5.777777778,4.7,3.571428571,2.3125,5.571428571,1,2,4,4,4,4,4,2,3,4,4,3,3,3,4,4,1,4,4,4,4,4,4,4,3,4,3,2,2,4,4,2,2,5.0,6,5,2,6,6,7,6,5,5,2,7,5,2,4.0,5.75,3.538461538,5,4,4,4,4,4.333333333,4.0,MLRP_5mQ9piHPAEznu9n,SAW16IA,EA,0,2,0,1,0,0,0,0,0
SPR11AN,EA,0.598584867868672,100.0,0.346958700865732,0.142807154862194,35.8188391958804,0.408327205079915,2.56511291895784,0.945543568734404,0.0316696581064209,19.9102751336177,0.868100791684891,0,2.577024886,1.648668801,0.947359356,0.321404665,0.625954691,0.058262797,5.6,2.0,4.3,3.0,2.4375,3.5714285714285716,1,185,1,81,18,2.0,4,1,3,2,1,4,4,2,18.0,1.0,7.0,2.0,2.0,2.0,7.0,3.0,2.0,6.0,6.0,4.0,5.333333333,4.0,4.0,4.0,4.0,7,7,7,2,5,2,2,2,2,5.6,2.0,4.0,4.3,3.0,2.4375,3.571428571,1,2,3,3,3,3,3,3,2,3,4,4,3,3,2,3,2,3,2,3,3,3,3,3,3,1,2,4,1,4,4,2,5,6.0,3,2,3,5,6,6,4,2,4,5,6,5,3,3.75,5.25,4.0,4,3,3,4,4,3.333333333,4.0,MLRP_74HCdFhoUokOLu5,SPR11AN,EA,8,1,1,1,2,0,0,2,3
SPR30NE,EA,-0.020048204390939905,78.0614082920985,0.52820705949787,0.114236255838959,31.9874997103882,0.487290840446795,100.0,0.50815885510693,0.114235721036298,31.9874997506455,0.743645419808548,0,95.72411121,63.81124863,0.50999313,0.530135326,-0.020142195,0.114235722,4.4,4.0,3.4,3.7142857142857144,2.5,2.2857142857142856,2,185,1,69,30,2.0,1,4,2,5,1,8,5,5,0.0,2.0,4.0,2.0,2.0,2.0,7.0,7.0,0.0,3.0,2.0,3.0,2.666666667,1.0,3.0,3.0,2.333333333,5,6,5,2,4,5,1,5,5,4.4,4.0,4.222222222,3.4,3.714285714,2.5,2.285714286,2,3,4,4,4,4,4,2,4,4,2,3,4,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,5,7.0,3,3,3,3,5,5,6,6,5,3,6,2,2,4.0,4.5,3.384615385,4,3,3,3,4,3.333333333,3.5,MLRP_aibsB3taZTWtohv,Spr30ne,EA,1,0,0,0,0,0,0,0,0
STR15ND,EA,0.07032883701410697,100.0,0.512447233023645,0.0,7.1108191128057,0.999997465188381,63.9207185248293,0.582776070037752,0.0856645177922012,27.5862900252879,0.788999730127732,0,0.971832762,99.99997938,0.544623501,0.512396468,0.032227033,3.0968e-12,3.2,4.5,3.9,2.857142857142857,1.9375,2.142857142857143,2,185,1,72,27,2.0,1,4,2,3,1,7,3,3,0.0,2.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,3.0,5.0,5.0,4.333333333,1.0,4.0,4.0,3.0,2,5,5,1,3,2,4,6,6,3.2,4.5,3.777777778,3.9,2.857142857,1.9375,2.142857143,1,1,2,3,3,4,3,3,2,3,3,4,4,3,4,2,3,3,2,4,4,4,4,2,2,2,2,3,1,3,2,2,2,6.0,6,5,1,5,2,7,5,2,6,6,4,5,4,3.5,4.25,4.0,4,4,3,4,5,3.666666667,4.5,MLRP_0OLR4uhNDNYxEpL,STR15ND,EA,2,4,0,1,1,0,0,1,1
SUM09LO,EA,0.07301731499677899,100.0,0.815138280391439,0.0,7.11075390608996,0.999998809094173,3.88768060173577,0.888155595388218,0.0,12.2848671892074,0.946680350443149,0,3.888465648,99.99995023,0.888120702,0.815092543,0.073028159,2.45716e-12,3.2,5.0,4.0,2.7142857142857144,1.375,1.1428571428571428,2,185,1,79,20,1.0,1,3,1,5,1,10,9,1,0.0,2.0,6.0,2.0,2.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.666666667,4,3,4,2,3,6,3,6,5,3.2,5.0,4.0,4.0,2.714285714,1.375,1.142857143,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,1,3,4,4,4,3,4,3,3,3,3,3,2,3,2,1,5,5.0,3,5,5,5,5,5,6,5,4,4,5,2,2,3.25,4.0,4.0,5,4,4,4,4,4.333333333,4.0,MLRP_3wp9fCZlQVyafKB,SUM09LO,EA,30,0,1,0,0,0,0,2,0
TAT27GG,EA,0.14127971375178805,0.61891867186913,0.528917421669093,0.0,37.8548214862348,0.366365754313743,5.53907175616854,0.670197135420881,0.0981948126446048,31.7024017468889,0.746583344638455,0,5.345032855,1.055764176,0.670424008,0.516464498,0.153959509,0.089069194,5.6,5.25,6.0,2.4285714285714284,2.0625,1.4285714285714286,1,10,1,78,21,1.0,1,3,2,5,1,4,6,4,13.0,1.0,7.0,2.0,2.0,1.0,2.0,3.0,4.0,7.0,6.0,6.0,6.333333333,5.0,5.0,5.0,5.0,5,5,7,6,5,5,5,6,5,5.6,5.25,5.444444444,6.0,2.428571429,2.0625,1.428571429,1,3,4,4,4,3,2,2,2,2,1,2,2,2,3,3,1,4,2,3,3,3,4,3,2,2,2,4,3,4,3,1,1,1.0,4,3,2,1,7,6,6,5,6,2,5,2,3,4.0,5.0,3.384615385,4,3,3,2,2,3.333333333,2.0,MLRP_3atkK6AmSCFlL1j,TAT27GG,EA,25,0,0,0,0,0,0,0,0
TER06AW,EA,0.251397744755252,4.62751662519739,0.389496836668766,0.0,13.3007924016152,0.872422554231229,1.88630328470811,0.640894581424018,0.0413671535250947,27.3902976289227,0.791019424829789,0,1.816919122,4.734694284,0.640128761,0.390106954,0.250021807,0.018691687,6.4,4.25,,,,,2,185,1,80,19,1.0,1,3,2,5,5,7,1,3,15.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5,7,7,6,7,4,5,4,4,6.4,4.25,5.444444444,,,,,3,2,3,4,4,4,3,4,4,4,4,4,4,4,3,3,4,2,3,4,2,3,3,2,3,3,3,2,2,4,3,2,3,5.0,6,1,5,5,2,5,3,1,1,2,7,1,1,4.75,2.75,2.615384615,5,5,5,5,5,5.0,5.0,MLRP_56FNfPE3PX1LujH,TER06AW,EA,9,6,6,3,3,4,2,5,3
TOY12VA,EA,0.9997495183368895,4.8942400835372,0.000250481663110474,0.0,10.3954584596211,0.932301280948963,17.4565462505964,1.0,0.0285668335514566,16.1925448817831,0.906411870239782,0,60.22839098,4.949774769,0.953933823,4.47471e-06,0.953929348,0.014873669,7.0,7.0,4.0,6.0,4.75,6.0,2,185,2,80,19,1.0,1,3,4,4,6,4,1,4,14.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,20.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,4.0,6.0,4.75,6.0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,1,1,1.0,2,3,3,3,3,3,3,4,4,4,4,4,4,4.0,3.75,3.846153846,3,4,3,4,3,3.333333333,3.5,MLRP_eW31m0ACQo6z1Xv,TOY12VA,EA,3,0,0,0,0,0,0,0,0
wea07on,EA,0.11892134332149859,100.0,0.0816269825496804,0.0285726709706042,16.4617015716614,0.807276440169429,2.22747649995726,0.200548325871179,0.0,18.5264714561931,0.882360839563352,0,2.259121577,99.99999995,0.199743639,0.081582782,0.118160857,0.01642273,4.6,4.5,3.4,2.0,1.8125,2.142857142857143,2,185,1,80,19,1.0,5,3,1,5,1,2,6,3,0.0,2.0,7.0,2.0,2.0,1.0,7.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,6,5,3,4,5,3,5,5,4.6,4.5,4.555555556,3.4,2.0,1.8125,2.142857143,1,2,3,4,4,4,3,2,3,3,2,2,2,3,3,3,2,4,3,3,3,3,4,3,3,3,3,4,2,4,3,3,7,7.0,3,2,2,5,3,5,5,6,5,5,5,5,3,4.5,4.5,3.692307692,4,3,4,4,4,3.666666667,4.0,MLRP_8iUiC6EHcMP4CeF,wea07on,EA,19,5,0,1,0,0,0,0,0
